,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
TARS21,9.83503116559008e-08,0.052364034,0.117,0.058,0.00379366657150306,S100B+ Fb,TARS2
AIFM15,9.98727768079215e-08,0.114159291,0.208,0.128,0.00385239261981196,S100B+ Fb,AIFM1
USP57,1.00035931424598e-07,0.094390261,0.238,0.152,0.00385868598284101,S100B+ Fb,USP5
ZBTB447,1.00688967349273e-07,0.16466085,0.313,0.215,0.00388387553756351,S100B+ Fb,ZBTB44
MPPE14,1.01198439999324e-07,0.109059814,0.227,0.143,0.00390352742609391,S100B+ Fb,MPPE1
DERL26,1.01302538771867e-07,0.095033182,0.408,0.308,0.00390754282804721,S100B+ Fb,DERL2
C2orf766,1.01396156982877e-07,0.101448535,0.234,0.147,0.00391115396330051,S100B+ Fb,C2orf76
CNOT114,1.01472230514585e-07,0.063507428,0.159,0.088,0.00391408834763909,S100B+ Fb,CNOT11
ZC3H45,1.01919803682017e-07,0.040612322,0.192,0.112,0.00393135258742646,S100B+ Fb,ZC3H4
FKBP154,1.04576999770675e-07,0.110151837,0.208,0.128,0.00403384861215423,S100B+ Fb,FKBP15
CEP57L14,1.04706566160017e-07,0.08171168,0.216,0.134,0.00403884637649035,S100B+ Fb,CEP57L1
MDC1,1.05243054936144e-07,0.093419736,0.157,0.087,0.00405954035805187,S100B+ Fb,MDC1
RNF407,1.0525218238117e-07,0.06049463,0.232,0.145,0.00405989243098889,S100B+ Fb,RNF40
TOMM404,1.06618724476634e-07,0.090498699,0.329,0.226,0.00411260405923722,S100B+ Fb,TOMM40
SLC4A76,1.07059566937344e-07,0.086258281,0.302,0.205,0.00412960867547416,S100B+ Fb,SLC4A7
TMCO4,1.07518062545543e-07,0.070904338,0.126,0.065,0.00414729422656924,S100B+ Fb,TMCO4
TXNDC57,1.07696491884368e-07,0.087913065,0.397,0.268,0.00415417678145571,S100B+ Fb,TXNDC5
ZNF2776,1.08710233457077e-07,0.116240382,0.216,0.136,0.00419327983513982,S100B+ Fb,ZNF277
UBAP2L4,1.09270095037931e-07,0.075815581,0.373,0.269,0.00421487537589812,S100B+ Fb,UBAP2L
RPL329,1.09903367018869e-07,0.102141988,0.978,0.928,0.00423930257601883,S100B+ Fb,RPL3
KPNA46,1.11888194049908e-07,0.16464942,0.464,0.351,0.00431586330908711,S100B+ Fb,KPNA4
ABHD133,1.13884015127025e-07,0.160838381,0.199,0.121,0.00439284811549475,S100B+ Fb,ABHD13
PRRC2B7,1.1447941538564e-07,0.074801546,0.453,0.336,0.00441581448967029,S100B+ Fb,PRRC2B
ANAPC43,1.14770003016979e-07,0.088245964,0.179,0.103,0.00442702332637393,S100B+ Fb,ANAPC4
PNPLA24,1.1514903782814e-07,0.105411331,0.309,0.208,0.00444164383614486,S100B+ Fb,PNPLA2
NOM110,1.15352697936074e-07,0.08785876,0.172,0.1,0.00444949961748817,S100B+ Fb,NOM1
RPUSD36,1.15807860518174e-07,0.104015856,0.201,0.124,0.00446705660376752,S100B+ Fb,RPUSD3
AP1B17,1.15974560649474e-07,0.076709361,0.192,0.114,0.00447348672793214,S100B+ Fb,AP1B1
STOML25,1.16195090356267e-07,0.11115572,0.481,0.369,0.00448199322031227,S100B+ Fb,STOML2
YY16,1.16842844653363e-07,0.135259077,0.631,0.501,0.00450697904681419,S100B+ Fb,YY1
HUS13,1.16915167031959e-07,0.068977294,0.19,0.112,0.00450976873792376,S100B+ Fb,HUS1
KYAT34,1.17446060592819e-07,0.132645789,0.236,0.152,0.00453024689524679,S100B+ Fb,KYAT3
SENP11,1.18331183442698e-07,0.074955772,0.141,0.076,0.00456438873893519,S100B+ Fb,SENP1
OLFM15,1.18700281574094e-07,0.210848307,0.185,0.11,0.00457862596115753,S100B+ Fb,OLFM1
STAM6,1.18703096384591e-07,0.094842113,0.316,0.217,0.00457873453684281,S100B+ Fb,STAM
EXOSC35,1.19899506824019e-07,0.080435613,0.225,0.141,0.0046248836767229,S100B+ Fb,EXOSC3
HIRA1,1.21425367677784e-07,0.092509428,0.121,0.062,0.00468374070743517,S100B+ Fb,HIRA
SIKE13,1.22019070442586e-07,0.076545637,0.311,0.217,0.00470664160418188,S100B+ Fb,SIKE1
FAM32A7,1.23765509117056e-07,0.074274459,0.428,0.318,0.00477400698317222,S100B+ Fb,FAM32A
TMEM995,1.24071211315126e-07,0.083551828,0.174,0.102,0.00478579883405834,S100B+ Fb,TMEM99
EXOC46,1.24187053501465e-07,0.090496597,0.243,0.153,0.00479026721471201,S100B+ Fb,EXOC4
SCO16,1.24548487363785e-07,0.083073324,0.234,0.148,0.00480420880308328,S100B+ Fb,SCO1
AP3D19,1.24988151157605e-07,0.101727278,0.362,0.259,0.00482116795460229,S100B+ Fb,AP3D1
TOR1A6,1.25072165615287e-07,0.089615358,0.34,0.239,0.00482440864427848,S100B+ Fb,TOR1A
MRPL218,1.25907106107535e-07,0.112063328,0.344,0.243,0.00485661480388595,S100B+ Fb,MRPL2
KMT5A4,1.25925460729599e-07,0.091491218,0.289,0.196,0.00485732279672281,S100B+ Fb,KMT5A
PPIL26,1.26411629808791e-07,0.097862411,0.196,0.119,0.00487607579661451,S100B+ Fb,PPIL2
RERE10,1.28554931093518e-07,0.147913988,0.347,0.248,0.00495874935707029,S100B+ Fb,RERE
KANSL23,1.29816617790615e-07,0.077621983,0.168,0.095,0.0050074163980374,S100B+ Fb,KANSL2
TMEM41B6,1.31624608146355e-07,0.075001513,0.287,0.193,0.00507715601002934,S100B+ Fb,TMEM41B
CDC37L12,1.32006796861714e-07,0.09087122,0.313,0.217,0.0050918981753469,S100B+ Fb,CDC37L1
PPP3CB3,1.36092178959183e-07,0.074194292,0.375,0.266,0.00524948361899255,S100B+ Fb,PPP3CB
LMNB26,1.37160569226282e-07,0.092360649,0.181,0.107,0.00529069463676536,S100B+ Fb,LMNB2
CACUL14,1.38225873007278e-07,0.131455882,0.311,0.215,0.00533178659950974,S100B+ Fb,CACUL1
C7orf505,1.38391118271843e-07,0.062103283,0.497,0.367,0.00533816060509981,S100B+ Fb,C7orf50
CC2D1A4,1.38947668329227e-07,0.060262748,0.146,0.079,0.00535962841046327,S100B+ Fb,CC2D1A
TYSND11,1.390794517556e-07,0.074635693,0.115,0.058,0.00536471169256875,S100B+ Fb,TYSND1
TAF106,1.39842655497907e-07,0.122635381,0.506,0.388,0.00539415075052075,S100B+ Fb,TAF10
CDC346,1.40874053624904e-07,0.083924529,0.28,0.184,0.00543393487047342,S100B+ Fb,CDC34
GFM16,1.41219782401003e-07,0.093858774,0.247,0.159,0.00544727066655389,S100B+ Fb,GFM1
ZNF568,1.41921214400876e-07,0.054535583,0.128,0.067,0.005474327003085,S100B+ Fb,ZNF568
HIVEP15,1.41922232539254e-07,0.154561934,0.311,0.217,0.00547436627573665,S100B+ Fb,HIVEP1
CARF,1.43442260172231e-07,0.076443445,0.102,0.049,0.00553299830162348,S100B+ Fb,CARF
FAM193B3,1.46536380859327e-07,0.076871015,0.155,0.086,0.00565234781888681,S100B+ Fb,FAM193B
SBDS7,1.47582481562376e-07,0.072163577,0.766,0.615,0.00569269906130552,S100B+ Fb,SBDS
SLC39A92,1.47690063990377e-07,0.087576714,0.243,0.156,0.00569684883830082,S100B+ Fb,SLC39A9
NOP147,1.47918123611798e-07,0.093768365,0.208,0.128,0.00570564578207789,S100B+ Fb,NOP14
RAVER14,1.49071149393451e-07,0.086304567,0.128,0.068,0.0057501214455536,S100B+ Fb,RAVER1
SNX75,1.49644271686934e-07,0.109416595,0.497,0.379,0.00577222849178011,S100B+ Fb,SNX7
NAALADL26,1.50635741501548e-07,0.09662385,0.19,0.113,0.00581047245693919,S100B+ Fb,NAALADL2
MIS18A3,1.51524344419869e-07,0.069941476,0.143,0.078,0.0058447485373076,S100B+ Fb,MIS18A
UBE2J16,1.5193169949655e-07,0.090647519,0.472,0.36,0.00586046144468041,S100B+ Fb,UBE2J1
INPP5A4,1.5605557094845e-07,0.099026701,0.15,0.083,0.00601953153819455,S100B+ Fb,INPP5A
ZMPSTE243,1.56116863297835e-07,0.129407131,0.375,0.274,0.0060218957679874,S100B+ Fb,ZMPSTE24
EFCAB21,1.56159055948024e-07,0.065627404,0.146,0.08,0.00602352326508312,S100B+ Fb,EFCAB2
RABGAP16,1.5684497204067e-07,0.090299713,0.278,0.183,0.00604998110652475,S100B+ Fb,RABGAP1
PKM6,1.58965777565798e-07,0.152094258,0.768,0.657,0.00613178693804553,S100B+ Fb,PKM
ACACA2,1.59511216744394e-07,0.094624625,0.148,0.082,0.00615282616348151,S100B+ Fb,ACACA
SNX152,1.59593324831495e-07,0.105355583,0.106,0.053,0.00615599331872524,S100B+ Fb,SNX15
BLZF15,1.60100982076498e-07,0.135133308,0.23,0.146,0.00617557518163677,S100B+ Fb,BLZF1
USP396,1.60752702052422e-07,0.109187689,0.19,0.115,0.00620071397626808,S100B+ Fb,USP39
ELOVL16,1.61154624816551e-07,0.132228273,0.373,0.273,0.00621621734304881,S100B+ Fb,ELOVL1
SND1-IT11,1.61759893903744e-07,0.073021924,0.121,0.063,0.00623956438754912,S100B+ Fb,SND1-IT1
NUDT110,1.62360997847514e-07,0.122707482,0.459,0.357,0.00626275076997215,S100B+ Fb,NUDT1
ABCD44,1.62371777404735e-07,0.106061932,0.252,0.164,0.00626316656983286,S100B+ Fb,ABCD4
MOB1A8,1.63546229971728e-07,0.096950364,0.545,0.424,0.00630846872869948,S100B+ Fb,MOB1A
RAB5C5,1.67873657895287e-07,0.125611324,0.587,0.467,0.0064753906059949,S100B+ Fb,RAB5C
DEDD4,1.69578503461021e-07,0.05877077,0.17,0.098,0.00654115161400196,S100B+ Fb,DEDD
KIAA11434,1.72257011001224e-07,0.117288055,0.313,0.216,0.0066444696853502,S100B+ Fb,KIAA1143
STUB15,1.7377060055216e-07,0.119018719,0.598,0.473,0.00670285337509847,S100B+ Fb,STUB1
C7orf265,1.75410830809115e-07,0.078447237,0.174,0.101,0.00676612197679999,S100B+ Fb,C7orf26
ZNF518B1,1.76068377835771e-07,0.116082284,0.13,0.069,0.00679148553825919,S100B+ Fb,ZNF518B
MCAT2,1.7704890711683e-07,0.079931471,0.119,0.061,0.00682930749421747,S100B+ Fb,MCAT
APH1A5,1.78244373781528e-07,0.135917051,0.486,0.378,0.00687542022987489,S100B+ Fb,APH1A
CCNY4,1.78876688802642e-07,0.098310991,0.408,0.3,0.00689981051718431,S100B+ Fb,CCNY
KIAA20265,1.79537397145472e-07,0.160058283,0.336,0.239,0.0069252960200923,S100B+ Fb,KIAA2026
RIC8A6,1.79733355983394e-07,0.116146698,0.349,0.252,0.00693285474034746,S100B+ Fb,RIC8A
MYO196,1.79829740535548e-07,0.101567347,0.185,0.111,0.00693657258167771,S100B+ Fb,MYO19
BBS45,1.80098190634363e-07,0.108536214,0.199,0.121,0.00694692750733927,S100B+ Fb,BBS4
IP6K16,1.81416799040387e-07,0.098285976,0.216,0.136,0.00699779018938486,S100B+ Fb,IP6K1
USP406,1.81848417794378e-07,0.080006304,0.208,0.127,0.00701443901958253,S100B+ Fb,USP40
IPO54,1.82154202160467e-07,0.093502927,0.444,0.327,0.00702623403993568,S100B+ Fb,IPO5
NUDT19,1.8226030784865e-07,0.067803895,0.117,0.06,0.00703032685464598,S100B+ Fb,NUDT19
ACAP35,1.82459593349334e-07,0.103752434,0.232,0.146,0.00703801389426384,S100B+ Fb,ACAP3
MRPL364,1.83350086108875e-07,0.059534643,0.486,0.361,0.00707236287147765,S100B+ Fb,MRPL36
PIGX5,1.84700061598168e-07,0.049364504,0.245,0.156,0.00712443547602614,S100B+ Fb,PIGX
TNPO17,1.84922011567377e-07,0.094020694,0.479,0.371,0.00713299675218844,S100B+ Fb,TNPO1
LTA4H7,1.85096000374068e-07,0.063547288,0.185,0.11,0.00713970802242893,S100B+ Fb,LTA4H
AGPAT45,1.8548511325469e-07,0.106411681,0.265,0.179,0.00715471727357316,S100B+ Fb,AGPAT4
PRKAB1,1.86374977453241e-07,0.062811238,0.11,0.055,0.00718904200530386,S100B+ Fb,PRKAB1
ZNF6775,1.87293893987887e-07,0.101912472,0.21,0.13,0.00722448737279475,S100B+ Fb,ZNF677
DHRS7B4,1.88430953292687e-07,0.088256386,0.267,0.176,0.00726834716135883,S100B+ Fb,DHRS7B
BAG17,1.88909828744301e-07,0.117663672,0.499,0.381,0.00728681882415392,S100B+ Fb,BAG1
SNRPA17,1.90665428930912e-07,0.104772753,0.38,0.276,0.00735453759015208,S100B+ Fb,SNRPA1
HSPB18,1.90798754295114e-07,0.07527753,0.896,0.782,0.00735968034942544,S100B+ Fb,HSPB1
SEH1L6,1.913472786542e-07,0.068635794,0.19,0.112,0.00738083857952844,S100B+ Fb,SEH1L
PXN-AS1,1.92153699008292e-07,0.069326622,0.117,0.059,0.00741194463184686,S100B+ Fb,PXN-AS1
RBM4B,1.92659592454448e-07,0.056897789,0.141,0.076,0.00743145845974543,S100B+ Fb,RBM4B
EMG15,1.92818160229242e-07,0.088639075,0.285,0.194,0.00743757489452257,S100B+ Fb,EMG1
ASXL16,1.94077238452046e-07,0.086146904,0.386,0.275,0.00748614131881079,S100B+ Fb,ASXL1
POP46,1.9492058082199e-07,0.06817171,0.285,0.192,0.0075186715640466,S100B+ Fb,POP4
CCZ1B7,1.96079177790837e-07,0.119157185,0.192,0.117,0.00756336212492595,S100B+ Fb,CCZ1B
GTPBP24,1.96216941055818e-07,0.082675447,0.146,0.08,0.00756867606734605,S100B+ Fb,GTPBP2
BRD13,1.98329952782721e-07,0.132537628,0.23,0.147,0.0076501812686879,S100B+ Fb,BRD1
CDKN2D7,1.99314754297392e-07,0.065251522,0.196,0.116,0.00768816801751332,S100B+ Fb,CDKN2D
HLA-B6,2.00524421583662e-07,0.180414083,0.918,0.782,0.00773482851374659,S100B+ Fb,HLA-B
AP1G14,2.00525084021214e-07,0.05695855,0.294,0.199,0.0077348540659503,S100B+ Fb,AP1G1
FIG4,2.01430816636057e-07,0.03993075,0.108,0.053,0.00776979089010262,S100B+ Fb,FIG4
GALC4,2.0169541101121e-07,0.089033609,0.188,0.112,0.0077799970889354,S100B+ Fb,GALC
RASSF15,2.04696116622724e-07,0.191862781,0.344,0.251,0.00789574330648832,S100B+ Fb,RASSF1
PUS73,2.0708568339018e-07,0.057889991,0.155,0.087,0.00798791606540942,S100B+ Fb,PUS7
SGPL17,2.07305650118643e-07,0.128139162,0.214,0.134,0.00799640084202642,S100B+ Fb,SGPL1
POLI2,2.07345137555923e-07,0.089148247,0.15,0.083,0.00799792399094461,S100B+ Fb,POLI
KIFAP35,2.08794172608303e-07,0.103199971,0.428,0.322,0.00805381762002007,S100B+ Fb,KIFAP3
ZNF5074,2.10319475519835e-07,0.078304144,0.163,0.094,0.00811265312922658,S100B+ Fb,ZNF507
XPOT5,2.12776882365037e-07,0.135513211,0.333,0.238,0.00820744268346659,S100B+ Fb,XPOT
ZNF8305,2.18029648492488e-07,0.092047675,0.212,0.132,0.00841005763130072,S100B+ Fb,ZNF830
HEY15,2.1869791338327e-07,0.099240987,0.139,0.075,0.00843583461293288,S100B+ Fb,HEY1
CDCA43,2.1920377380421e-07,0.09237824,0.13,0.069,0.0084553471669498,S100B+ Fb,CDCA4
RNF49,2.20748248659834e-07,0.100042219,0.276,0.185,0.00851492219555577,S100B+ Fb,RNF4
ORC5,2.22643413497661e-07,0.069342263,0.113,0.057,0.00858802438884529,S100B+ Fb,ORC5
PRKCD2,2.23866427181222e-07,0.080355879,0.108,0.054,0.00863519969566127,S100B+ Fb,PRKCD
TPM45,2.25659023183518e-07,0.076701273,0.896,0.79,0.00870434550125783,S100B+ Fb,TPM4
ATF66,2.26236455729773e-07,0.083795542,0.342,0.238,0.00872661880686453,S100B+ Fb,ATF6
AMOTL15,2.26590754359091e-07,0.123267118,0.406,0.3,0.0087402851678932,S100B+ Fb,AMOTL1
CBWD21,2.26842055274239e-07,0.087853401,0.124,0.064,0.00874997859809324,S100B+ Fb,CBWD2
MAVS6,2.29977466360057e-07,0.124123087,0.241,0.157,0.00887092080990647,S100B+ Fb,MAVS
DENND4B1,2.30791537154119e-07,0.05571633,0.115,0.058,0.00890232196264584,S100B+ Fb,DENND4B
EXOSC14,2.33460047313387e-07,0.085118859,0.298,0.203,0.00900525440501928,S100B+ Fb,EXOSC1
MON1A2,2.33961294855088e-07,0.092133185,0.104,0.051,0.00902458902644532,S100B+ Fb,MON1A
RELA6,2.38044486314225e-07,0.131043309,0.347,0.247,0.0091820899705986,S100B+ Fb,RELA
OXSR17,2.38329783524823e-07,0.098860796,0.267,0.177,0.00919309473990299,S100B+ Fb,OXSR1
MBD45,2.38495625011096e-07,0.100245433,0.351,0.249,0.00919949174355301,S100B+ Fb,MBD4
DDHD23,2.39463076253318e-07,0.05973651,0.23,0.144,0.00923680924031924,S100B+ Fb,DDHD2
DHTKD1,2.42974707568794e-07,0.103037776,0.11,0.055,0.0093722633950511,S100B+ Fb,DHTKD1
MRPL436,2.43787750776894e-07,0.116594958,0.519,0.407,0.00940362491071712,S100B+ Fb,MRPL43
ZNF136,2.4458733617479e-07,0.065826893,0.119,0.061,0.00943446731827016,S100B+ Fb,ZNF136
RNF1876,2.46514692282386e-07,0.111301095,0.422,0.315,0.00950881122540847,S100B+ Fb,RNF187
RAB127,2.47927128505837e-07,0.088525529,0.181,0.107,0.00956329312785566,S100B+ Fb,RAB12
GFOD23,2.51566854130612e-07,0.090019815,0.15,0.084,0.0097036882643801,S100B+ Fb,GFOD2
UBL4A6,2.52168356479106e-07,0.11404745,0.227,0.147,0.00972689001446855,S100B+ Fb,UBL4A
SSH18,2.56553737911412e-07,0.09753174,0.258,0.169,0.00989604733245691,S100B+ Fb,SSH1
MPHOSPH106,2.57120099482774e-07,0.113577464,0.435,0.326,0.00991789359734905,S100B+ Fb,MPHOSPH10
DNAJA33,2.58438863510246e-07,0.096716117,0.157,0.089,0.00996876228218073,S100B+ Fb,DNAJA3
SRSF106,2.60116830714513e-07,0.141298565,0.585,0.468,0.0100334865111509,S100B+ Fb,SRSF10
ZNF5923,2.61192282078472e-07,0.094206907,0.15,0.084,0.0100749698966129,S100B+ Fb,ZNF592
TMEM2343,2.62179550407963e-07,0.035632669,0.15,0.083,0.0101130517978864,S100B+ Fb,TMEM234
DPAGT17,2.68725535395568e-07,0.069469697,0.174,0.103,0.0103655500768132,S100B+ Fb,DPAGT1
DDI25,2.69121236332728e-07,0.166961627,0.208,0.131,0.0103808134490623,S100B+ Fb,DDI2
SMARCB14,2.70128221837291e-07,0.076011495,0.4,0.289,0.0104196559009298,S100B+ Fb,SMARCB1
SORD2,2.73778125304568e-07,0.045562632,0.128,0.068,0.0105604436273731,S100B+ Fb,SORD
SRP685,2.74156025082889e-07,0.088398443,0.272,0.181,0.0105750203555223,S100B+ Fb,SRP68
RMND5A5,2.77276875807506e-07,0.09515968,0.201,0.121,0.0106954009305229,S100B+ Fb,RMND5A
PITPNM12,2.80435744212567e-07,0.06438039,0.106,0.053,0.0108172479615113,S100B+ Fb,PITPNM1
TTC21B6,2.81994417206185e-07,0.171133036,0.185,0.111,0.0108773706548942,S100B+ Fb,TTC21B
ATXN2L8,2.85855206505977e-07,0.067867054,0.289,0.196,0.011026292880555,S100B+ Fb,ATXN2L
GIT24,2.86091324825024e-07,0.113302383,0.245,0.16,0.0110354006724757,S100B+ Fb,GIT2
CSRNP25,2.86637536306057e-07,0.068462465,0.17,0.099,0.0110564696879335,S100B+ Fb,CSRNP2
MLF15,2.8763782426829e-07,0.049941308,0.291,0.195,0.0110950537955007,S100B+ Fb,MLF1
NDUFA54,2.89237380317908e-07,0.033613419,0.609,0.493,0.0111567534710027,S100B+ Fb,NDUFA5
LCAT2,2.89684134767613e-07,0.102045164,0.135,0.073,0.0111739861303911,S100B+ Fb,LCAT
PTPMT18,2.90814669673588e-07,0.063969948,0.331,0.233,0.0112175942533193,S100B+ Fb,PTPMT1
ADIPOR17,2.90938576130149e-07,0.141131163,0.327,0.233,0.0112223736970683,S100B+ Fb,ADIPOR1
FAM120AOS6,2.94144454319511e-07,0.117402493,0.338,0.241,0.0113460340364665,S100B+ Fb,FAM120AOS
PCNX44,2.94563980934351e-07,0.167959643,0.366,0.267,0.0113622164365807,S100B+ Fb,PCNX4
DUT8,2.96106522051304e-07,0.133967609,0.618,0.51,0.0114217168750849,S100B+ Fb,DUT
CYB5R16,2.97079410084879e-07,0.124025422,0.254,0.167,0.011459244085204,S100B+ Fb,CYB5R1
KCTD35,2.99609168589179e-07,0.126156264,0.278,0.187,0.0115568244599904,S100B+ Fb,KCTD3
CCNDBP15,3.00947113211223e-07,0.174809486,0.3,0.211,0.0116084329978965,S100B+ Fb,CCNDBP1
GSK3A7,3.07496377520011e-07,0.085822376,0.291,0.197,0.0118610577700794,S100B+ Fb,GSK3A
SZT23,3.09306291785623e-07,0.092551075,0.13,0.07,0.0119308715930469,S100B+ Fb,SZT2
KDSR3,3.10312347477237e-07,0.166595873,0.53,0.413,0.0119696781792394,S100B+ Fb,KDSR
DCTN45,3.19006033810009e-07,0.081304353,0.258,0.169,0.0123050197421535,S100B+ Fb,DCTN4
RHOJ5,3.19087988708321e-07,0.08956523,0.269,0.175,0.0123081809884461,S100B+ Fb,RHOJ
TMEM2597,3.19112733041833e-07,0.079902775,0.459,0.351,0.0123091354516226,S100B+ Fb,TMEM259
CYB5R46,3.24220888132402e-07,0.076622644,0.172,0.1,0.0125061723179311,S100B+ Fb,CYB5R4
MRPS127,3.26441380822874e-07,0.092140141,0.413,0.305,0.0125918233824807,S100B+ Fb,MRPS12
SEC11A3,3.27162139783959e-07,0.048549465,0.859,0.724,0.0126196252178867,S100B+ Fb,SEC11A
HGS6,3.27344253515489e-07,0.09210032,0.338,0.241,0.012626649890853,S100B+ Fb,HGS
POLR2E2,3.27570244477957e-07,0.142203918,0.53,0.428,0.0126353670402482,S100B+ Fb,POLR2E
SRP545,3.27849457645138e-07,0.025281719,0.459,0.345,0.0126461371297459,S100B+ Fb,SRP54
COA56,3.2978049446177e-07,0.076331994,0.302,0.209,0.0127206230128739,S100B+ Fb,COA5
BRWD34,3.30126034119743e-07,0.128132667,0.168,0.098,0.0127339515141008,S100B+ Fb,BRWD3
WDR205,3.33500072489214e-07,0.116912637,0.203,0.126,0.0128640982961264,S100B+ Fb,WDR20
C1orf1225,3.33730213013699e-07,0.038016356,0.689,0.527,0.0128729755065774,S100B+ Fb,C1orf122
CD3205,3.34534981815504e-07,0.099597752,0.3,0.206,0.0129040178535694,S100B+ Fb,CD320
MSH34,3.35706994581837e-07,0.075604336,0.196,0.12,0.0129492259020052,S100B+ Fb,MSH3
NEK31,3.36604583322438e-07,0.07797819,0.155,0.088,0.0129838485924964,S100B+ Fb,NEK3
ITIH55,3.37250144587059e-07,0.505746627,0.408,0.29,0.0130087498271566,S100B+ Fb,ITIH5
SLC39A66,3.39139846511623e-07,0.170361797,0.428,0.32,0.0130816412994928,S100B+ Fb,SLC39A6
RPL389,3.4059477000881e-07,0.084218417,0.96,0.874,0.0131377620635498,S100B+ Fb,RPL38
SCAMP1-AS1,3.43701666482427e-07,0.058135454,0.106,0.053,0.0132576043812266,S100B+ Fb,SCAMP1-AS1
KDM5B7,3.4426054612094e-07,0.200439864,0.45,0.349,0.013279162045523,S100B+ Fb,KDM5B
ADAM154,3.46444603789534e-07,0.12608188,0.245,0.161,0.0133634077019737,S100B+ Fb,ADAM15
UBR26,3.49837050463329e-07,0.110960466,0.283,0.19,0.013494264547522,S100B+ Fb,UBR2
BPTF7,3.51683537031699e-07,0.181982623,0.567,0.457,0.0135654890739237,S100B+ Fb,BPTF
ASXL28,3.5506296459524e-07,0.101934015,0.225,0.144,0.0136958437333322,S100B+ Fb,ASXL2
IFIT21,3.55675246677912e-07,0.132984151,0.117,0.061,0.0137194612901071,S100B+ Fb,IFIT2
MTHFD2L4,3.55996250958015e-07,0.069496691,0.132,0.071,0.0137318433882035,S100B+ Fb,MTHFD2L
SH3KBP14,3.5826677323659e-07,0.139612466,0.492,0.387,0.013819424244055,S100B+ Fb,SH3KBP1
WDR772,3.61155941428525e-07,0.048737536,0.155,0.088,0.0139308681287225,S100B+ Fb,WDR77
GOLGA8A5,3.61258544774046e-07,0.118318242,0.216,0.135,0.0139348258475693,S100B+ Fb,GOLGA8A
NDFIP14,3.68490240771364e-07,0.060547311,0.702,0.567,0.0142137740572738,S100B+ Fb,NDFIP1
EIF3B6,3.73844416935263e-07,0.116482161,0.424,0.322,0.0144203006944439,S100B+ Fb,EIF3B
GGA31,3.81248539457824e-07,0.096956521,0.126,0.067,0.0147058999125067,S100B+ Fb,GGA3
ECT24,3.88526792639962e-07,0.130580893,0.124,0.066,0.0149866439725012,S100B+ Fb,ECT2
MAPKAPK5-AS16,3.90582850715512e-07,0.112024757,0.208,0.131,0.0150659523006494,S100B+ Fb,MAPKAPK5-AS1
NPC13,3.96060234756716e-07,0.112427616,0.159,0.092,0.0152772314352708,S100B+ Fb,NPC1
TMEM2566,3.98205152575901e-07,0.11833973,0.457,0.355,0.0153599673503102,S100B+ Fb,TMEM256
PPP4R16,3.98757159426909e-07,0.124877361,0.307,0.218,0.0153812599105742,S100B+ Fb,PPP4R1
KIF21A3,4.00215046657831e-07,0.132497173,0.132,0.071,0.0154374949947325,S100B+ Fb,KIF21A
PSMB54,4.01713597711399e-07,0.079044914,0.671,0.545,0.0154952986045218,S100B+ Fb,PSMB5
ZNF736,4.11396808337389e-07,0.063870401,0.11,0.056,0.0158688090879981,S100B+ Fb,ZNF736
MRPL327,4.12891288210252e-07,0.087251189,0.435,0.322,0.0159264556601341,S100B+ Fb,MRPL32
MAN1B13,4.14352290793679e-07,0.101537062,0.419,0.318,0.0159828109127846,S100B+ Fb,MAN1B1
SNRNP254,4.17264163704672e-07,0.089236827,0.318,0.228,0.0160951305865803,S100B+ Fb,SNRNP25
PHF37,4.17378407134809e-07,0.113165284,0.49,0.372,0.016099537298411,S100B+ Fb,PHF3
PFN23,4.20237485656393e-07,0.060636403,0.386,0.281,0.0162098205342241,S100B+ Fb,PFN2
GID87,4.20252979597269e-07,0.09695325,0.316,0.218,0.0162104181820055,S100B+ Fb,GID8
TM9SF43,4.2143452594154e-07,0.067974335,0.28,0.192,0.016255993969143,S100B+ Fb,TM9SF4
ARMC95,4.23884169944083e-07,0.107015711,0.177,0.106,0.0163504840872531,S100B+ Fb,ARMC9
MIPOL1,4.27288948058798e-07,0.071810667,0.126,0.066,0.016481816593472,S100B+ Fb,MIPOL1
TXNDC154,4.27565675591301e-07,0.127791484,0.532,0.409,0.0164924908045833,S100B+ Fb,TXNDC15
TAF65,4.27933008429411e-07,0.086468133,0.225,0.145,0.0165066599341477,S100B+ Fb,TAF6
MTFR1L5,4.29568260289389e-07,0.152540008,0.269,0.185,0.0165697365041426,S100B+ Fb,MTFR1L
COX117,4.29779427500698e-07,0.103290484,0.329,0.231,0.0165778818569844,S100B+ Fb,COX11
TSPAN313,4.31166112360304e-07,0.200773601,0.296,0.209,0.016631370452074,S100B+ Fb,TSPAN31
DLD5,4.36363776207657e-07,0.087636252,0.269,0.18,0.0168318599396579,S100B+ Fb,DLD
COPRS6,4.39603827701597e-07,0.064691006,0.481,0.364,0.0169568384459337,S100B+ Fb,COPRS
TINF25,4.40746379843184e-07,0.092702494,0.28,0.192,0.0170009101096911,S100B+ Fb,TINF2
NFE2L27,4.44122830248578e-07,0.065280492,0.698,0.532,0.0171311499311784,S100B+ Fb,NFE2L2
INPP5E,4.45871963964333e-07,0.053199843,0.115,0.059,0.0171986192659962,S100B+ Fb,INPP5E
MRPL455,4.46320307267768e-07,0.126302934,0.221,0.141,0.0172159132122396,S100B+ Fb,MRPL45
